title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,country_of_publication,year
"Offer from a Gentleman, An: Bridgerton (Bridgertons, 3)",Julia Quinn,,0063138646,33.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Women's Fiction""]",,2006
Oh Say Can You Say Di-no-saur?: All About Dinosaurs (Cat in the Hat's Learning Library),Bonnie Worth,,9780679891147,1.0,4.8,,,,Dinosaurs -- Juvenile literature,,2019-06-18
"Oh, the Places You'll Go!",Dr. Seuss,,9780679805274,25.0,4.9,,,,"Success -- Fiction, Stories in rhyme",,
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,,1419741969,33.0,4.8,,,,"[""Books"",""Children's Books"",""Humor""]",,2015
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,9780804190114,0804190119,4.0,4.7,Twenty lessons from the 20th century about the course of tyranny.,https://www.amazon.com/Tyranny-Twenty-Lessons-Twentieth-Century/dp/0804190119?tag=NYTBS-20,,"Political culture, Modern History, SOCIAL SCIENCE, Democracy, 20th Century, Modern, Twentieth century, Political ethics, Despotism, POLITICAL SCIENCE, Essays, Civics & Citizenship, HISTORY",English-speaking area,
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,9780804190114,0804190119,4.0,4.7,Twenty lessons from the 20th century about the course of tyranny.,https://www.amazon.com/Tyranny-Twenty-Lessons-Twentieth-Century/dp/0804190119?tag=NYTBS-20,,"Political culture, Modern History, SOCIAL SCIENCE, Democracy, 20th Century, Modern, Twentieth century, Political ethics, Despotism, POLITICAL SCIENCE, Essays, Civics & Citizenship, HISTORY",English-speaking area,
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder ;Narrator);Random House Audio (Publisher),,,27.0,4.7,,,,"[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Ideologies & Doctrines"",""Democracy""]",,
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder ;Narrator);Random House Audio (Publisher),,,27.0,4.7,,,,"[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Ideologies & Doctrines"",""Democracy""]",,
On Writing: A Memoir Of The Craft (10th Anniversary Edition) (Turtleback School & Library Binding Edition),Stephen King,,0606231862,70.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",,
On Writing: A Memoir Of The Craft (A Memoir of the Craft (Reissue)),Stephen King,,,2.0,4.8,,,,"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]",,
On Writing: A Memoir of the Craft,Stephen King,,1439193630,11.0,4.8,,,,"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]",,2002-06-25
On Writing: A Memoir of the Craft,Stephen King,,1439193630,11.0,4.8,,,,"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]",,2002-06-25
On Writing: A Memoir of the Craft,Stephen King ;Narrator);Joe Hill (Narrator);Owen King (Narrator);Simon;Schuster Audio (Publisher),,,1.0,4.8,,,,"[""Books"",""Reference"",""Writing, Research & Publishing Guides"",""Publishing & Books"",""Authorship""]",,2002-06-25
On Writing: A Memoir of the Craft,Stephen King ;Narrator);Joe Hill (Narrator);Owen King (Narrator);Simon;Schuster Audio (Publisher),,,1.0,4.8,,,,"[""Books"",""Reference"",""Writing, Research & Publishing Guides"",""Publishing & Books"",""Authorship""]",,2002-06-25
On Writing: A Memoir of the Craft (Reissue),Stephen King,,1982159375,3.0,4.8,,,,"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]",,2002-06-25
On the Night You Were Born,Nancy Tillman,,0312601557,1.0,4.9,,,,"Children's Books -- Animals -- Bears, Children's Books -- Literature, Children's Books -- People & Places -- Family Life, Teens -- Literature & Fiction -- Love & Romance",,2022-09-01
"On the Way to the Wedding: Bridgerton (Bridgertons, 8)",Julia Quinn,,0063141302,59.0,4.6,,,,"[""Books"",""Romance"",""Historical""]",,
One Day in December: A Novel,Josie Silver,9780525574682,0525574689,29.0,4.4,A woman spends a year searching for a man in London she believes — after a single glance — is her true love.,https://www.amazon.com/One-Day-December-Josie-Silver/dp/0525574689?tag=NYTBS-20,,"Man-woman relationships, Interpersonal attraction, Bus stops, Best friends, Fiction, Friendship, Face",English-speaking area,2018-10-16
One Day in December: A Novel,Josie Silver,9780525574682,0525574689,29.0,4.4,A woman spends a year searching for a man in London she believes — after a single glance — is her true love.,https://www.amazon.com/One-Day-December-Josie-Silver/dp/0525574689?tag=NYTBS-20,,"Man-woman relationships, Interpersonal attraction, Bus stops, Best friends, Fiction, Friendship, Face",English-speaking area,
One Day in December: A Novel,Josie Silver ;Eleanor Tomlinson (Narrator);Charlie Anson (Narrator);Random House Audio (Publisher),,,9.0,4.4,,,,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]",,2018-10-16
One Day in December: A Novel,Josie Silver ;Eleanor Tomlinson (Narrator);Charlie Anson (Narrator);Random House Audio (Publisher),,,9.0,4.4,,,,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]",,
One Fish Two Fish Red Fish Blue Fish,Dr. Seuss,,0394800133,8.0,4.9,,,,"Fishes -- Juvenile fiction., Pets -- Juvenile fiction., Stories in rhyme.",,2013-09-24
One Good Deed,David Baldacci ;Edoardo Ballerini (Narrator);Hachette Audio (Publisher),,,12.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]",,
One Good Deed (An Archer Novel),David Baldacci,,1538750589,76.0,4.5,,,,"Fiction, mystery & detective, historical, Fiction, thrillers, general, World war, 1939-1945, fiction, Veterans, fiction, Fiction, action & adventure, Fiction, historical",,
One Second After,William R. Forstchen ;Joe Barrett (Narrator);Blackstone Audio;Inc. (Publisher),,,7.0,4.6,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]",,
"One Second After (A John Matherson Novel, 1)",William R. Forstchen,,0765356864,42.0,4.6,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",,2011-04-26
One Thing,Gary Keller,,1848549253,18.0,4.7,,,,"[""Books"",""Business & Money"",""Job Hunting & Careers""]",,2013-04-01
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,,,34.0,4.6,,,,,,
One by One,Ruth Ware,,,87.0,4.3,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",,2020-10-12
One by One,Ruth Ware,,,87.0,4.3,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",,
One by One,Ruth Ware ;Imogen Church (Narrator);Simon;Schuster Audio (Publisher),,,67.0,4.3,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Psychological Thrillers""]",,2020-10-12
One by One,Ruth Ware ;Imogen Church (Narrator);Simon;Schuster Audio (Publisher),,,67.0,4.3,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Psychological Thrillers""]",,
One of Us Is Lying,Karen M. McManus,9781524714680,1524714682,1.0,4.6,"For five students, a detour into detention ends in murder.",https://www.amazon.com/One-Us-Lying-Karen-McManus/dp/1524714682?tag=NYTBS-20,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",English-speaking area,2017-05-30
One of Us Is Lying (TV Series Tie-In Edition),Karen M. McManus ;Kim Mai Guest (Narrator);MacLeod Andrews (Narrator);Shannon McManus (Narrator);Robbie Daymond (Narrator);Listening Library (Publisher),,,2.0,4.6,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Social & Family Issues"",""Friendship""]",,
Opium and Absinthe: A Novel,Lydia Kang ;Bailey Carr (Narrator);Brilliance Audio (Publisher),,,39.0,4.2,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Historical""]",,
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,,,29.0,4.5,,,,,,2017-04-24
Ordinary Grace,William Kent Krueger,,1451645856,8.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",,2014-03-04
Ordinary Grace,William Kent Krueger,,1451645856,8.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",,
Ordinary Grace,William Kent Krueger ;Rich Orlow (Narrator);Recorded Books (Publisher),,,3.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]",,2014-03-04
Ordinary Grace,William Kent Krueger ;Rich Orlow (Narrator);Recorded Books (Publisher),,,3.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]",,
Origin: A Novel,Dan Brown ;Paul Michael (Narrator);Random House Audio (Publisher),,,8.0,4.4,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]",,
Origin: A Novel (Robert Langdon),Dan Brown,9780525563709,0525563709,29.0,4.4,A symbology professor goes on a perilous quest with a beautiful museum director.,https://www.amazon.com/Origin-Novel-Dan-Brown-ebook/dp/B01LY7FD0D?tag=NYTBS-20,,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",English-speaking area,2018-07-17
Orphan Train,Christina Baker Kline,,,37.0,4.6,,,,,,
Our Class is a Family,Shannon Olsen,,0578629097,3.0,4.8,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",,
Outlander,Diana Gabaldon,9780385319959,0385319959,9.0,4.7,The first volume of the series featuring an 18th-century Scottish warrior and a World War II-era nurse who has been sucked back across two centuries to be at his side; first published in 1991.,https://www.amazon.com/Outlander-Diana-Gabaldon/dp/0440212561?tag=NYTBS-20,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",English-speaking area,1998-08-10
"Outlander: Outlander, Book 1",Diana Gabaldon ;Davina Porter (Narrator);Recorded Books (Publisher),,,2.0,4.7,,,,"[""Books"",""Romance"",""Historical"",""Scottish""]",,2011-08-31
Outliers: The Story of Success,Malcolm Gladwell,9780316017930,0316017930,6.0,4.7,Why some people succeed — it has to do with luck and opportunities as well as talent.,https://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,,"[""Books"",""Business & Money"",""Management & Leadership""]",English-speaking area,
Outliers: The Story of Success,Malcolm Gladwell,9780316017930,0316017930,6.0,4.7,Why some people succeed — it has to do with luck and opportunities as well as talent.,https://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,,"[""Books"",""Business & Money"",""Management & Leadership""]",English-speaking area,
Outliers: The Story of Success,Malcolm Gladwell (Narrator;;Hachette Audio (Publisher),,,1.0,4.7,,,,"[""Books"",""Science & Math"",""Mathematics"",""Applied"",""Statistics""]",,
Outliers: The Story of Success,Malcolm Gladwell (Narrator;;Hachette Audio (Publisher),,,1.0,4.7,,,,"[""Books"",""Science & Math"",""Mathematics"",""Applied"",""Statistics""]",,
P IS FOR PTERODACTYL,Raj Haldar;Chris Carpenter,9781492674313,1492674311,1.0,,Exploring mischievous words that ignore the rules of phonetics and spelling.,https://www.amazon.com/Pterodactyl-Worst-Alphabet-Book-Ever/dp/1492674311?tag=NYTBS-20,,,English-speaking area,2018
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,,,62.0,4.7,,,,,,2014-07-22
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,,,62.0,4.7,,,,,,2014-07-22
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg ;Christopher Moroney (Illustrator),,9780385383691,1.0,4.7,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",,2014-07-22
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg ;Christopher Moroney (Illustrator),,9780385383691,1.0,4.7,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",,2014-07-22
P. S. I STILL LOVE YOU,Jenny Han,9781442426733,144242673X,2.0,,A girl wonders if she can be in love with two boys at once.,https://www.amazon.com/P-S-I-Still-Love-You/dp/144242673X?tag=NYTBS-20,,,English-speaking area,2015-05-26
PACIFIC,Simon Winchester,9780062315410,0062315412,4.0,,A biography of the Pacific Ocean.,https://www.amazon.com/Pacific-Surfboards-Dictators-Collision-Superpowers/dp/0062315412?tag=NYTBS-20,,"Travel, Ocean and civilization, Geography, Description and travel, History",English-speaking area,2015-10-27
PACIFIC RIM: TALES FROM YEAR ZERO,Travis Beacham;Sean Chen,9780785153948,0785153942,2.0,,"This prequel sets up the back story for ""Pacific Rim,"" the summer movie about giant fighting machines built by humans to combat fearsome monsters.",https://www.amazon.com/Pacific-Rim-Tales-Legendary-Comics/dp/0785153942?tag=NYTBS-20,,,English-speaking area,2013-06-18
PAINTED LADIES,Robert B. Parker,,,8.0,,Spenser’s latest assignment is to provide protection during the ransoming of a stolen painting.,http://www.amazon.com/Painted-Ladies-Spenser-Mysteries-No/dp/0399156852?tag=NYTBS-20,Putnam,,,2010-10-28
PALACE OF TREASON,Jason Matthews,,,15.0,,"The further adventures of the gorgeous Russian spy and the C.I.A. operative first encountered in ""Red Sparrow,"" by a longtime agency officer.",http://www.amazon.com/Palace-Treason-Novel-Jason-Matthews-ebook/dp/B00LD1OFN8?tag=NYTBS-20,Scribner,,,
PALE DEMON,Kim Harrison,9780061138065,0061138061,2.0,,The witch Rachel Morgan has three days to clear her name; Book 9 in the Hollows series.,https://www.amazon.com/Pale-Demon-The-Hollows-Book-ebook/dp/B004A9037C?tag=NYTBS-20,Harper Voyager/HarperCollins,,English-speaking area,
PAN'S LABYRINTH: THE LABYRINTH OF THE FAUN,Guillermo del Toro;Cornelia Funke,9780062414465,0062414461,5.0,,Ofelia discovers that she's an Underworld princess. Based on the 2006 film.,https://www.amazon.com/Pans-Labyrinth-Guillermo-del-Toro/dp/0062414461?tag=NYTBS-20,,,English-speaking area,2019-07-02
PANDEMONIUM,Lauren Oliver,9780061978067,006197806X,4.0,,Fighting a world where love is a disease; “Delirium” follow-up.,https://www.amazon.com/Pandemonium-Delirium-Lauren-Oliver/dp/006197806X?tag=NYTBS-20,,,English-speaking area,
"PANDORA HEARTS, VOL. 10",Jun Mochizuki,9780316197281,0316197289,3.0,,"Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate with an Alice, an equally mysterious girl he met in exile.",https://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316197289?tag=NYTBS-20,,"Teenagers, Prisoners, Comic books, strips, Sin, Good and evil",English-speaking area,2012-05-29
"PANDORA HEARTS, VOL. 11",Jun Mochizuki,9780316197298,0316197297,2.0,,"Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate with an Alice, an equally mysterious girl he met in exile.",https://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316197297?tag=NYTBS-20,,"Teenagers, Prisoners, Comic books, strips, Sin, Good and evil",English-speaking area,2012-07-24
"PANDORA HEARTS, VOL. 13",Jun Mochizuki,9780316197335,0316197335,5.0,,"Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate with an Alice, an equally mysterious girl he met in exile.",https://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316197335?tag=NYTBS-20,,"Teenagers, Prisoners, Comic books, strips, Sin, Good and evil",English-speaking area,2012-12-11
"PANDORA HEARTS, VOL. 14",Jun Mochizuki,9780316225366,0316225363,4.0,,"Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate his new world with Alice, an equally mysterious girl he met in exile.",https://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316225363?tag=NYTBS-20,,"Teenagers, Prisoners, Comic books, strips, Sin, Good and evil",English-speaking area,2013-02-26
"PANDORA HEARTS, VOL. 2",Jun Mochizuki,9780316076081,0316076082,3.0,,"Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate with an Alice, an equally mysterious girl he met in exile.",https://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316076082?tag=NYTBS-20,,,English-speaking area,2010-05-18
"PANDORA HEARTS, VOL. 8",Jun Mochizuki,9780316197250,0316197254,5.0,,"More secrets from the past, in this world which echoes the Wonderland visited by Alice, are revealed.",https://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316197254?tag=NYTBS-20,,,English-speaking area,2012-01-24
"PANDORA HEARTS, VOL. 9",Jun Mochizuki,9780316197274,,3.0,,"Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate with an Alice, an equally mysterious girl he met in exile.",https://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316197270?tag=NYTBS-20,,"Teenagers, Prisoners, Comic books, strips, Sin, Good and evil",English-speaking area,2014-07-22
PAPER AND FIRE,Rachel Caine,9780451472403,0451472403,5.0,,"Jess, pursued by the forces of the Great Library, flees Alexandria for a London under siege.",https://www.amazon.com/Paper-Great-Library-Rachel-Caine/dp/0451472403?tag=NYTBS-20,,"JUVENILE FICTION / Action & Adventure / General, JUVENILE FICTION / Love & Romance, JUVENILE FICTION / Fantasy & Magic, Fiction, Libraries, Alexandrian Library",English-speaking area,
PAPER PRINCESS,Erin Watt,9781945034015,1945034017,1.0,,,https://www.amazon.com/Paper-Princess-Novel-Royals-Book-ebook/dp/B01DT9ZWNI?tag=NYTBS-20,,"Children's fiction, Dating (social customs), fiction, Adolescence, fiction, Sex, fiction",English-speaking area,
PAPER TOWNS,John Green,9780142414934,014241493X,4.0,,"After a night of mischief, the girl Quentin loves disappears.",https://www.amazon.com/Paper-Towns-John-Green/dp/014241493X?tag=NYTBS-20,,,English-speaking area,2009-09-22
PAPI,David Ortiz;Michael Holley,9780544814615,0544814614,5.0,,Looking back on 14 years with the Red Sox.,https://www.amazon.com/Papi-My-Story-David-Ortiz/dp/0544814614?tag=NYTBS-20,,"Baseball players, Boston Red Sox (Baseball team), Biography",English-speaking area,2017
PARADISE VALLEY,C. J. Box,9781250051042,1250051045,4.0,,A North Dakota investigator pursues a trucker who preys on prostitutes.,https://www.amazon.com/Paradise-Valley-Novel-Highway-Quartet/dp/1250051045?tag=NYTBS-20,Minotaur,"Policewomen, Fiction",English-speaking area,2017-07-25
