,title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,year
2896,Faithless in Death: An Eve Dallas Novel,Susan Ericksen (Narrator);J. D. Robb (Author);Macmillan Audio (Publisher);0 more,,,18.0,4.8,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Police Procedurals""]",
2897,"Faithless in Death: An Eve Dallas Novel (In Death, 52)",J. D. Robb,9780349426297,0349426295,68.0,4.8,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2021-02-02
2898,Fall of Giants (The Century Trilogy),Ken Follett,9780230757073,0230757073,56.0,4.5,,,,,2011-06-29
2899,"Fall of Giants (The Century Trilogy, Book 1)",Ken Follett,9781101543559,1101543558,7.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2011-08-30
2900,Fall of Giants: Book One of the Century Trilogy,Ken Follett,9780451232571,0451232577,76.0,4.5,Five interrelated families from five countries are caught in the upheavals of World War I and the Russian Revolution.,https://www.amazon.com/Fall-Giants-Book-Century-Trilogy/dp/0451232577?tag=NYTBS-20,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",
2901,Fall of Giants: Book One of the Century Trilogy,Ken Follett (Author);John Lee (Narrator);Penguin Audio (Publisher);0 more,9781101991558,1101991550,35.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Cultural Heritage""]",2015-11-03
2902,Fantastic Beasts and Where to Find Them: The…,J.K. Rowling,,,18.0,4.7,,,,,
2903,Fear: Trump in the White House,Bob Woodward,9781501175527,1501175521,5.0,4.5,,,,,2019-09-10
2904,"Fervent: A Woman's Battle Plan to Serious,…",Priscilla Shirer,9781433688676,1433688670,58.0,4.9,,,,,2015-08
2905,Fetch-22: From the Creator of Captain Underpants (Dog Man 8),Dav Pilkey,9781338323238,1338323237,17.0,4.9,,,,"[""Books"",""Children's Books"",""Animals""]",2019-12-10
2906,Fifty Shades Darker,E L James,9781784756857,1784756857,2.0,4.4,,,,,2017-01-03
2907,Fifty Shades Darker: Book Two of the Fifty Shades Trilogy,Becca Battoe (Narrator);E. L. James (Author);Random House Audio (Publisher);0 more,,,38.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]",
2908,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy,Becca Battoe (Narrator);E. L. James (Author);Random House Audio (Publisher);0 more,,,34.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]",
2909,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),E L James,9781529199802,1529199808,3.0,4.5,,,,,2022-10-06
2910,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,9781473598492,1473598494,6.0,4.5,,,,,2021-06-01
2911,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy,Becca Battoe (Narrator);E. L. James (Author);Random House Audio (Publisher);0 more,,,11.0,4.0,,,,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]",
2912,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,9781523849918,1523849916,1.0,3.9,,,,,2016-02-03
2913,Finders Keepers: A Novel,Stephen King (Author);Will Patton (Narrator);Simon;Schuster Audio (Publisher);0 more,9781501140655,1501140655,28.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror""]",2016-01-05
2914,Finding Freedom: Harry and Meghan,Omid ScobieCarolyn Durand,9780063046122,0063046121,93.0,4.2,,,,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]",2020-08-11
2915,Finding Freedom: Harry and Meghan and the Making of a Modern Royal Family,Omid ScobieCarolyn Durand,9780063046122,0063046121,38.0,4.2,,,,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]",2020-08-11
2916,Fire & Blood: 300 Years Before A Game of Thrones (A Targaryen History),George R. R. Martin (Author);Simon Vance (Narrator);Random House Audio (Publisher);0 more,9781524796297,1524796298,9.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",2018-11-20
2917,Fire & Blood: 300 Years Before A Game of Thrones (A Targaryen History) (A Song of Ice and Fire),George R. R. Martin,9781524796280,152479628X,32.0,4.6,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros.",https://www.amazon.com/Fire-Blood-Thrones-Targaryen-History/dp/152479628X?tag=NYTBS-20,,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",2018-11-20
2918,Fire and Fury: Inside the Trump White House,Michael Wolff,9781250158062,1250158060,96.0,4.2,A journalist offers an inside account of the first year of the Trump White House.,https://www.amazon.com/Fire-Fury-Inside-Trump-White-ebook/dp/B077F4WZZY?tag=NYTBS-20,,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]",2018-01-05
2919,Firefly Lane: A Novel,Kristin Hannah,9781429927840,1429927844,27.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2008-02-05
2920,Firefly Lane: A Novel,Kristin Hannah (Author);Susan Ericksen (Narrator);Brilliance Audio (Publisher);0 more,,,75.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Saga""]",
2921,First 100 Animals,Roger Priddy,9781783418978,1783418974,67.0,4.8,,,,,2019-07
2922,"First 100 Board Book Box Set (3 books): First 100 Words, Numbers Colors Shapes, and First 100 Animals",Roger Priddy,9780312521066,0312521065,5.0,4.8,,,,"[""Books"",""Children's Books"",""Education & Reference""]",2016-01-26
2923,First 100 Padded: Numbers Colors Shapes,Roger Priddy,9781250311825,1250311829,82.0,4.8,,,,,2018-03-01
2924,First 100 Words,Roger Priddy,9781849154208,1849154201,32.0,4.7,,,,,2011
2925,First 100 Words: A Padded Board Book,Roger Priddy,9781783418985,1783418982,3.0,4.7,,,,"[""Books"",""Children's Books"",""Education & Reference""]",2019-07
2926,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,Deborah Schecter,9780545231503,0545231507,1.0,4.7,,,,"[""Books"",""Children's Books"",""Literature & Fiction""]",2010-10
2927,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for…,Deborah Schecter,9780545231497,0545231493,61.0,4.7,,,,,2010-10
2928,Flash Boys,Michael Lewis,9780393244663,0393244660,63.0,4.5,,,,,2014-03-31
2929,Flash Cards: Sight Words,by Scholastic Teacher Resources (Author);Scholastic (Author),,1338233580,1.0,4.8,,,,"[""Books"",""Education & Teaching"",""Schools & Teaching""]",
2930,Flour Water Salt Yeast: The Fundamentals of Artisan Bread and Pizza [A Cookbook],Ken Forkish,9781607742746,1607742748,1.0,4.8,,,,"[""Books"",""Cookbooks, Food & Wine"",""Baking""]",2012-09-18
2931,Fly Away,Kristin Hannah,9781447239338,1447239334,94.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2014-03-13
2932,Follow You Home,Mark Edwards,9781503944374,1503944379,78.0,4.1,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2015-06-30
2933,Food Rules: An Eater's Manual,Michael Pollan,9780141962979,0141962976,13.0,4.5,,,,,2010-05-27
2934,For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,9780718037840,0718037847,92.0,4.7,,,,,2015-08-18
2935,"Forgiving What You Can't Forget: Discover How to Move On, Make Peace with Painful Memories, and Create a Life That’s Beautiful Again",Lysa TerKeurst,9780718039882,0718039882,1.0,4.8,,,,"[""Books"",""Christian Books & Bibles"",""Christian Living""]",2020-11-17
2936,Forgotten in Death: An Eve Dallas Novel,J. D. Robb,9781250272829,1250272823,35.0,4.8,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",
2937,Forgotten in Death: An Eve Dallas Novel (In Death),J. D. Robb (Author);Susan Ericksen (Narrator);Macmillan Audio (Publisher);0 more,9781432898892,1432898892,4.0,4.8,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Police Procedurals""]",2022-06
2938,"Forgotten in Death: An Eve Dallas Novel (In Death, 53)",J. D. Robb,9780349426310,0349426317,97.0,4.8,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2021-09-07
2939,Forks Over Knives: The Plant-Based Way to Health,Gene Stone,9781742534343,1742534341,88.0,4.6,,,,,2012-01-03
2940,Forks Over Knives―The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,Del Sroufe,9781615191598,1615191593,85.0,4.5,,,,,2012-08-14
2941,"Forks Over Knives―The Cookbook: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,9781615190614,1615190619,1.0,4.5,"A companion cookbook, with over 300 plant-based recipes.",https://www.amazon.com/Forks-Over-Knives-Cookbook-Plant-Based/dp/1615190619?tag=NYTBS-20,,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design""]",2012-08-14
2942,Forks Over Knives‚ÄïThe Cookbook: Over 300‚Ä¶,Del Sroufe,9781615190614,1615190619,89.0,4.5,,,,,2012-08-14
2943,Fortune and Glory: Tantalizing Twenty-Seven,Janet Evanovich (Author);Lorelei King (Narrator);Simon;Schuster Audio (Publisher);0 more,,,11.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Humor & Satire"",""Humorous""]",
2944,Fortune and Glory: Tantalizing Twenty-Seven (Stephanie Plum),Janet Evanovich,,1982154853,47.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Humor & Satire""]",
2945,Foundation,Isaac Asimov,9780553900347,055390034X,18.0,4.5,,,,"[""Books"",""Literature & Fiction"",""United States""]",2004-06-01
2946,Foundation (Apple Series Tie-in Edition),Isaac Asimov (Author);Scott Brick (Narrator);Random House Audio (Publisher);0 more,9780593497487,0593497481,9.0,4.5,,,,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Hard Science Fiction""]",2021-08-31
2947,"Foundation: The Foundation Trilogy, Book 1",Isaac Asimov (Author);William Hope (Narrator);HarperCollins (Publisher);0 more,9780553900347,055390034X,39.0,4.5,,,,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Hard Science Fiction""]",2004-06-01
2948,Fox in Socks (Beginner Books),Dr. Seuss,9780583324199,0583324193,5.0,4.9,,,,"[""Books"",""Children's Books"",""Literature & Fiction""]",1966
2949,Fox in Socks: Dr. Seuss's Book of Tongue Tanglers (Bright & Early Board Books(TM)),Dr. Seuss,9780385372077,0385372078,48.0,4.9,,,,"[""Books"",""Children's Books"",""Early Learning""]",2013-09-24
2950,Frankenstein,by Mary Shelley (Author),9798709186408,0593203399,35.0,4.6,,,,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]",2021-02-14
2951,Frankenstein (Chiltern Classic),by Mary Shelley (Author),9798709186408,1912714329,63.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2021-02-14
2952,Freed: Fifty Shades Freed as Told by Christian,E. L. James (Author);Zachary Webber (Narrator);Random House Audio (Publisher);0 more,9781728251035,1728251036,31.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]",2021-06
2953,Freedom,Jonathan Franzen,9781429979436,1429979437,54.0,3.7,,,,,2010-08-31
2954,Freedom: A Novel,Jonathan Franzen,9781429979436,1429979437,53.0,3.7,,,,,2010-08-31
2955,From Blood and Ash (Blood And Ash Series),Jennifer L. Armentrout,9781952457012,1952457017,9.0,4.7,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",2020-03-30
2956,"From Blood and Ash: Blood and Ash, Book 1",Jennifer L. Armentrout (Author);Stina Nielsen (Narrator);Brilliance Audio (Publisher);0 more,9781952457012,1952457017,1.0,4.7,,,,"[""Books"",""Romance"",""Paranormal""]",2020-03-30
2957,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",by Snoop Dogg (Author);Ryan Ford,,1452179611,1.0,4.8,,,,"[""Books"",""Cookbooks, Food & Wine"",""Regional & International""]",
2958,Frozen (Little Golden Book),RH Disney,9780736434355,0736434356,2.0,4.7,,,,,2015-07-28
2959,Frozen: A Tale of Two Sisters,Melissa Lagonegro,9780385385442,0385385447,58.0,4.6,,,,,
2960,Fucking Adorable - Cute Critters with foul Mouths,Heather Land,9781537498645,1537498649,18.0,4.7,,,,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]",2016-09-05
2961,"Full Dark, No Stars",Stephen King,9781439192603,143919260X,69.0,4.6,,,,,2011-09-20
2962,GABBY,Gabrielle Giffords;Mark Kelly;Jeffrey Zaslow,9781451661064,1451661061,5.0,,The Arizona representative and her astronaut husband describe their lives in the aftermath of the assassination attempt against her in January 2011.,https://www.amazon.com/Gabby-A-Story-Courage-Hope-ebook/dp/B005HF3QGI?tag=NYTBS-20,,,2011-11-15
2963,GALLAGHER GIRLS,Ally Carter,9781423147947,1423147944,3.0,,A school for spies.,https://www.amazon.com/United-We-Spy-Gallagher-Girls/dp/1423165993?tag=NYTBS-20,,,2012-03-13
2964,GALLOP!,Rufus Butler Seder,9780761147633,0761147632,4.0,,Animals seem to move when you flip the page.,https://www.amazon.com/Gallop-A-Scanimation-Picture-Book/dp/0761147632?tag=NYTBS-20,,,2007
2965,GAME CHANGE,John Heilemann;Mark Halperin,9780061733635,0061733636,1.0,,"Behind the scenes at the 2008 election with Barack Obama, Bill and Hillary Clinton, John and Elizabeth Edwards, John McCain and Sarah Palin.",https://www.amazon.com/Game-Change-Clintons-McCain-Lifetime/dp/0061733636?tag=NYTBS-20,,,
2966,GAME OF CROWNS,Christopher Andersen,9781476743974,1476743975,5.0,,"The relationships among Queen Elizabeth, Camilla Parker Bowles and Kate Middleton.",https://www.amazon.com/Game-Crowns-Elizabeth-Camilla-Throne/dp/1476743959?tag=NYTBS-20,,,2016-04-19
2967,"GANGSTA., VOL. 5",Kohske,9781421573489,1421573482,3.0,,"Nic and Worick, a pair of mercenaries for hire who will take any job in the crime–ridden city of Ergastulum, find themselves caught in the middle of a mob war.",https://www.amazon.com/Gangsta-Vol-5-Kohske/dp/1421573482?tag=NYTBS-20,,,2015-02-17
2968,GARDEN OF LIES,Amanda Quick,9780349401690,0349401691,11.0,,The head of a secretarial service in Victorian London teams up with a client to discover why an employee was murdered.,http://www.amazon.com/Garden-Lies-Amanda-Quick/dp/0399165150?tag=NYTBS-20,Putnam,,2015-04-21
2969,GARMENT OF SHADOWS,Laurie R King,9780749012274,0749012277,9.0,,"Mary Russell and her husband, Sherlock Holmes, are caught up in colonial wars in Morocco in the 12th book in this series.",http://www.amazon.com/Garment-Shadows-suspense-featuring-Sherlock-ebook/dp/B007JC2ELA?tag=NYTBS-20,Bantam,,2012-10-29
2970,GARRETT,Linda Lael Miller,9780373774418,0373774419,2.0,,Garrett McKettrick returns from the city to his family’s Texas ranch and reconnects with a high school nemesis.,https://www.amazon.com/McKettricks-Texas-Linda-Lael-Miller/dp/0373774419?tag=NYTBS-20,,,2010-05-25
2971,GATEWAY TO FREEDOM,Eric Foner,9780393244076,0393244075,5.0,,"A history of the Underground Railroad, the network that spirited slaves to freedom in the decades before the Civil War.",https://www.amazon.com/Gateway-Freedom-History-Underground-Railroad/dp/0393244075?tag=NYTBS-20,,,
2972,GATHERING PREY,John Sandford,9780399168796,0399168796,1.0,,"In the 25th installment of the Prey series, Lucas Davenport is on the trail of killers who have targeted a group of vagabonds called the Travelers.",https://www.amazon.com/Gathering-Prey-John-Sandford/dp/0399168796?tag=NYTBS-20,Putnam,,2015
2973,GATOR A-GO-GO,Tim Dorsey,9780061966217,0061966215,16.0,,"Serge A. Storms, the vigilante serial killer, and his stoned sidekick do spring break in Florida.",http://www.amazon.com/Gator-A-Go-Go-Novel-Serge-Storms/dp/0061432717?tag=NYTBS-20,Morrow/HarperCollins,,2010-03-09
2974,GAUNTLGRYM,R A Salvatore,9780786958047,0786958049,13.0,,A pair of drow and dwarf treasure seekers set off a catastrophe that could spell disaster for the city of Neverwinter.,http://www.amazon.com/Gauntlgrym-Neverwinter-Saga-Book-I/dp/0786955007?tag=NYTBS-20,Wizards of the Coast,,
2975,GEEK DAD,Ken Denmead,9781592405527,1592405525,4.0,,"Projects to share with children, from electronic origami to home hydroponics.",https://www.amazon.com/Geek-Dad-Awesomely-Projects-Activities/dp/1592405525?tag=NYTBS-20,,,2010-05-04
2976,GEEK SUBLIME,Vikram Chandra,9781555976859,1555976859,5.0,,"An exploration of the rich connections between computer code, logic, linguistics, aesthetics and metaphysics.",https://www.amazon.com/Geek-Sublime-The-Beauty-Code/dp/1555976859?tag=NYTBS-20,,,
2977,GEMINA,Amie Kaufman;Jay Kristoff,9780553499155,0553499157,3.0,,A pampered teenager and a crime family scion defend their space station home.,https://www.amazon.com/Gemina-Illuminae-Files-Amie-Kaufman/dp/0553499157?tag=NYTBS-20,,,2016-10-18
2978,GENERATION ONE,Pittacus Lore,9780062493743,0062493744,2.0,,The Garde creates an academy to train teenagers with superpowers.,https://www.amazon.com/Generation-One-Lorien-Legacies-Reborn/dp/0062493744?tag=NYTBS-20,,,2017-06-27
2979,GENGHIS KHAN AND THE MAKING OF THE MODERN WORLD,Jack Weatherford,9780307237811,0307237818,4.0,,A portrayal of the conqueror as a visionary; first published in 2004.,https://www.amazon.com/Genghis-Khan-Making-Modern-World-ebook/dp/B000FCK206?tag=NYTBS-20,,,2005-03-22
2980,GENTLEMAN JOLE AND THE RED QUEEN,Lois McMaster Bujold,,,18.0,,,http://www.amazon.com/Gentleman-Jole-Queen-Vorkosigan-Saga/dp/1476781222?tag=NYTBS-20,Baen,,
2981,GEORGE WASHINGTON,Jack E Levin,9781476731933,1476731934,1.0,,Washington leads his battered troops to victory in the Battle of Trenton. ,https://www.amazon.com/George-Washington-Crossing-Jack-Levin/dp/1476731934?tag=NYTBS-20,,,2013-06-04
2982,GEORGE WASHINGTON'S SECRET SIX,Brian Kilmeade;Don Yaeger,9780143130604,0143130609,3.0,,"The story of the Culper spy ring, which aided the American cause during the Revolution.",https://www.amazon.com/George-Washingtons-Secret-Six-Revolution-ebook/dp/B00C5R7FP4?tag=NYTBS-20,,,2016-10-18
2983,GET FUZZY: THE STINKING,Dar Conley,9781449427986,1449427987,5.0,,"This comic strip chronicles the life of Rob Wilco (a nerdy vegan), Bucky (a mean cat) and Satchel (a perceptive dog).",https://www.amazon.com/The-Stinking-Get-Fuzzy-Treasury/dp/1449427987?tag=NYTBS-20,,,
2984,GET JIRO!,Anthony Bourdain;Joel Rose,9781401228279,1401228275,1.0,,"This story gives lethal meaning to the phrase ""food fight."" In an L.A. of the future, master chefs are akin to crime lords and cravings can be lethal.",https://www.amazon.com/Get-Jiro-Anthony-Bourdain/dp/1401228283?tag=NYTBS-20,,,2012
2985,GET JIRO: BLOOD AND SUSHI,Anthony Bourdain;Joel Rose;Alé Garza,9781401252267,1401252265,4.0,,"In a prequel, Jiro is torn between his father’s plans and his own desire to master the art of sushi.",https://www.amazon.com/Get-Jiro-Blood-Anthony-Bourdain/dp/1401252265?tag=NYTBS-20,,,2015
